Id,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,
931,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,CA,90033,LOS ANGELES,3232262800,1,3,TRUE,FALSE,2,6,3,6,1,6,2,6,2,6,2,6,2,6,4,1,
932,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,HALL,7705353553,1,3,TRUE,TRUE,3,6,3,6,3,6,1,6,1,6,3,6,3,6,1,6,
933,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,93023,VENTURA,8056402280,3,10,TRUE,TRUE,4,6,4,1,4,1,3,6,1,6,3,6,3,6,4,1,
934,WELLSTAR SPALDING REGIONAL HOSPITAL,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,SPALDING,7702282721,1,6,TRUE,TRUE,3,6,3,6,1,6,3,6,2,6,3,6,3,6,3,6,
935,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,2052743000,3,10,FALSE,TRUE,3,6,3,6,4,1,3,6,1,6,3,6,3,6,4,1,
936,ST ANTHONYS HOSPITAL,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,PINELLAS,7278251100,1,8,TRUE,TRUE,2,6,1,6,2,6,2,6,3,6,3,6,2,6,3,6,
937,BAYFRONT HEALTH - ST PETERSBURG,701 6TH ST S,SAINT PETERSBURG,FL,33701,PINELLAS,7278231234,1,10,TRUE,TRUE,2,6,3,6,2,6,2,6,2,6,3,6,3,6,3,6,
938,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33606,HILLSBOROUGH,8138447000,1,10,TRUE,TRUE,2,6,3,6,2,6,2,6,3,6,3,6,2,6,2,6,
939,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,7143787406,1,6,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,2,6,3,6,2,6,
940,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,1,10,TRUE,TRUE,3,6,3,6,1,6,1,6,2,6,3,6,2,6,2,6,
941,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,PALM BEACH,5616555511,1,6,TRUE,TRUE,2,6,3,6,1,6,2,6,2,6,3,6,2,6,3,6,
942,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,21 WEST CLARKE AVENUE,MILFORD,DE,19963,SUSSEX,3024223311,1,10,TRUE,TRUE,4,6,3,6,3,6,1,6,3,6,3,6,2,6,3,6,
943,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,CA,94589,SOLANO,7076511000,1,9,TRUE,TRUE,3,4,3,6,3,6,3,6,2,6,3,6,4,1,4,1,
944,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,3342894000,1,2,TRUE,TRUE,3,6,3,6,4,1,3,6,2,6,3,6,3,6,3,6,
945,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,BROWARD,9544736600,1,6,FALSE,TRUE,2,6,3,6,3,6,2,6,2,6,3,6,1,6,4,1,
946,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,1285 CREEKSIDE BLVD E,NAPLES,FL,34108,COLLIER,2394788398,1,6,FALSE,FALSE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
947,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,1,10,FALSE,FALSE,2,6,4,1,4,1,3,6,2,6,3,6,3,6,4,1,
948,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,POLK,8636871100,1,10,TRUE,TRUE,2,6,2,6,1,6,2,6,2,6,1,6,1,6,3,6,
949,UKIAH VALLEY MEDICAL CENTER,275 HOSPITAL DRIVE,UKIAH,CA,95482,MENDOCINO,7074623111,1,8,TRUE,TRUE,3,6,3,6,2,6,1,6,2,6,3,6,3,6,3,6,
950,MERCY MEDICAL CENTER MT SHASTA,914 PINE STREET,MOUNT SHASTA,CA,96067,SISKIYOU,5309266111,3,9,TRUE,TRUE,3,6,3,6,4,1,3,6,3,6,3,6,3,6,2,6,
951,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,MATANUSKA SUSITNA,9078616000,1,10,TRUE,TRUE,3,6,3,6,3,6,3,6,2,6,3,6,3,6,3,6,
952,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,3232685000,1,8,TRUE,TRUE,3,6,1,6,2,6,3,6,2,6,3,6,2,6,3,6,
953,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,1400 E BOULDER ST,COLORADO SPRINGS,CO,80909,EL PASO,7193655000,1,3,TRUE,TRUE,3,6,2,6,2,6,1,6,2,6,3,6,3,6,2,6,
954,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,BROWARD,9549872000,1,2,TRUE,TRUE,3,6,1,6,3,6,3,6,1,6,3,6,2,6,3,6,
955,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,9513312200,1,6,TRUE,FALSE,3,6,3,6,1,6,3,6,3,6,3,6,2,6,3,6,
956,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,ORANGE,7149923000,1,8,TRUE,TRUE,3,6,3,6,3,6,1,6,1,6,3,6,2,6,2,6,
957,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DR,FORT BRAGG,CA,95437,MENDOCINO,7079611234,3,2,TRUE,TRUE,3,4,3,6,4,1,3,6,3,6,4,1,4,1,4,1,
958,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,2098253700,1,10,TRUE,TRUE,3,4,4,1,3,6,4,1,3,6,3,6,4,1,4,1,
959,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,HARTFORD,8607144000,1,8,TRUE,TRUE,3,6,1,6,2,6,3,6,1,6,3,6,2,6,1,6,
960,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,1,10,TRUE,TRUE,4,6,3,6,4,1,3,6,1,6,3,6,3,6,4,1,
961,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NAPLES,FL,34119,COLLIER,2393484000,1,6,TRUE,TRUE,2,6,3,6,3,6,3,6,2,6,3,6,3,6,3,6,
962,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,,9072624404,1,9,TRUE,FALSE,3,6,3,6,3,6,3,6,3,6,3,6,2,6,3,6,
963,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768,JACKSON,2562594444,1,2,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,2,6,3,6,3,6,
964,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,HOT SPRING,5013321000,1,10,TRUE,TRUE,3,6,3,6,4,1,2,6,1,6,3,6,1,6,3,6,
965,DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447",FITZGERALD,GA,31750,BEN HILL,2294247100,1,2,TRUE,TRUE,3,6,3,6,4,1,3,6,3,6,3,6,1,6,2,6,
966,MONTROSE MEMORIAL HOSPITAL,800 S 3RD ST,MONTROSE,CO,81401,MONTROSE,9702492211,1,10,TRUE,TRUE,4,6,3,6,3,6,1,6,1,6,3,6,1,6,3,6,
967,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,MARICOPA,4803586100,1,6,TRUE,TRUE,1,6,3,6,2,6,3,6,2,6,3,6,2,6,3,6,
968,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,1,2,TRUE,TRUE,2,6,2,6,3,6,1,6,2,6,3,6,2,6,3,6,
969,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,93003,VENTURA,8056525011,1,10,TRUE,TRUE,3,6,3,6,3,6,1,6,3,6,3,6,2,6,2,6,
970,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,3346705000,1,1,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,3,6,1,6,3,6,
971,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,CLARKE,7064757000,1,9,TRUE,TRUE,3,6,1,6,2,6,1,6,3,6,3,6,3,6,3,6,
972,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,MIAMI-DADE,3058235000,1,6,TRUE,TRUE,3,6,3,6,1,6,3,6,2,6,3,6,2,6,4,1,
973,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,MOHAVE,9287632273,1,6,TRUE,TRUE,2,6,3,6,1,6,2,6,2,6,3,6,2,6,2,6,
974,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,9256828200,1,10,TRUE,TRUE,4,6,3,6,3,6,1,6,3,6,3,6,3,6,3,6,
975,STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,TOCCOA,GA,30577,STEPHENS,7062824250,1,2,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
976,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,8187673310,1,6,TRUE,TRUE,2,6,3,6,3,6,3,6,2,6,3,6,3,6,4,1,
977,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9514864000,1,3,TRUE,FALSE,3,6,3,6,1,6,3,6,2,6,3,6,2,6,4,1,
978,MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,AK,99835,SITKA,9079662411,3,10,TRUE,FALSE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
979,GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30701,GORDON,7066292895,1,8,TRUE,TRUE,5,6,3,6,1,6,1,6,1,6,3,6,3,6,3,6,
980,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,SHASTA,5303365511,3,2,TRUE,TRUE,6,2,3,6,4,1,3,6,4,1,4,1,4,1,4,1,
981,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,85713,PIMA,5208742000,1,10,TRUE,TRUE,2,6,3,6,2,6,3,6,2,6,3,6,2,6,3,6,
982,MOTION PICTURE & TELEVISION HOSPITAL,23388 MULHOLLAND DRIVE,WOODLAND HILLS,CA,91364,LOS ANGELES,8188761888,1,9,FALSE,FALSE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
983,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,SANTA CLARA,6509407000,1,2,TRUE,TRUE,4,6,3,6,1,6,1,6,3,6,3,6,3,6,3,6,
984,MANCHESTER MEMORIAL HOSPITAL,71 HAYNES ST,MANCHESTER,CT,6040,HARTFORD,8606474780,1,10,TRUE,TRUE,2,6,3,6,2,6,3,6,2,6,3,6,2,6,1,6,
985,PARKER ADVENTIST HOSPITAL,9395 CROWN CREST BLVD,PARKER,CO,80138,DOUGLAS,3032694000,1,10,TRUE,TRUE,3,6,3,6,2,6,3,6,1,6,3,6,3,6,3,6,
986,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,COLBERT,2563861601,1,2,TRUE,TRUE,3,6,3,6,3,6,3,6,2,6,3,6,3,6,2,6,
987,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,6022392000,1,9,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,3,6,2,6,3,6,
988,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,1,6,TRUE,TRUE,3,6,3,6,4,1,3,6,4,1,3,6,1,6,4,1,
989,"MEDICAL CENTER, NAVICENT HEALTH (THE)",777 HEMLOCK STREET,MACON,GA,31201,BIBB,4786331000,1,2,TRUE,TRUE,2,6,2,6,3,6,2,6,2,6,3,6,2,6,3,6,
990,SAN JOAQUIN COMMUNITY HOSPITAL,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,6613953000,1,10,TRUE,TRUE,2,6,3,6,3,6,2,6,2,6,3,6,2,6,2,6,
991,DODGE COUNTY HOSPITAL,901 GRIFFIN AVE,EASTMAN,GA,31023,DODGE,4784484067,1,2,TRUE,TRUE,3,6,3,6,4,1,3,6,1,6,3,6,1,6,4,1,
992,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH RD,SAN ANDREAS,CA,95249,CALAVERAS,2097542515,3,9,TRUE,TRUE,3,6,3,6,4,1,3,6,3,6,3,6,1,6,3,6,
993,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,PARKER,AZ,85344,LA PAZ,9286699201,3,10,TRUE,TRUE,3,4,3,6,4,1,3,6,3,6,4,1,4,1,4,1,
994,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,2096674200,1,8,TRUE,TRUE,3,6,3,6,3,6,3,6,2,6,3,6,2,6,3,6,
995,MT SAN RAFAEL HOSPITAL,410 BENEDICTA AVENUE,TRINIDAD,CO,81082,LAS ANIMAS,7198469213,3,10,TRUE,TRUE,6,2,3,6,4,1,3,6,4,1,4,1,4,1,4,1,
996,PERRY HOSPITAL,1120 MORNINGSIDE DR,PERRY,GA,31069,HOUSTON,4789873600,1,10,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,3,6,3,6,4,1,
997,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,SAN DIEGO,8585761700,2,9,FALSE,TRUE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
998,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,1,6,TRUE,TRUE,3,4,4,1,3,6,3,6,3,6,3,6,4,1,4,1,
999,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,5629453561,1,6,TRUE,TRUE,3,6,3,6,3,6,1,6,2,6,3,6,3,6,4,1,
1000,MERCY HOSPITAL NORTHWEST ARKANSAS,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758,BENTON,4793388000,1,8,TRUE,TRUE,4,6,3,6,1,6,1,6,3,6,1,6,3,6,3,6,
1001,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,6265701606,1,6,TRUE,TRUE,4,6,1,6,1,6,1,6,2,6,3,6,1,6,3,6,
1002,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,CHATOM,AL,36518,WASHINGTON,2518472223,3,6,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,3,6,1,6,4,1,
1003,BRIDGEPORT HOSPITAL,267 GRANT STREET,BRIDGEPORT,CT,6610,FAIRFIELD,2033843000,1,10,TRUE,TRUE,2,6,1,6,2,6,2,6,3,6,3,6,2,6,2,6,
1004,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,9516966000,1,6,TRUE,TRUE,2,6,3,6,3,6,2,6,2,6,3,6,2,6,3,6,
1005,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,3344184100,1,6,TRUE,TRUE,3,6,3,6,1,6,3,6,2,6,3,6,3,6,3,6,
1006,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,8057393100,1,8,TRUE,TRUE,3,6,2,6,1,6,3,6,3,6,3,6,3,6,3,6,
1007,BROWARD HEALTH NORTH,201 E SAMPLE RD,POMPANO BEACH,FL,33064,BROWARD,9547866950,1,2,TRUE,TRUE,2,6,3,6,2,6,2,6,1,6,3,6,3,6,3,6,
1008,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,1,6,TRUE,TRUE,3,6,1,6,1,6,2,6,2,6,2,6,2,6,4,1,
1009,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,8505467600,1,6,TRUE,TRUE,3,6,3,6,1,6,1,6,3,6,3,6,3,6,3,6,
1010,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9512516000,1,9,TRUE,TRUE,3,4,4,1,3,6,4,1,2,6,3,6,4,1,4,1,
1011,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,7148435000,1,6,TRUE,TRUE,3,6,3,6,1,6,3,6,2,6,3,6,3,6,4,1,
1012,YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,CO,80487,ROUTT,9708791322,1,10,TRUE,TRUE,4,6,4,1,3,6,3,6,1,6,3,6,1,6,3,6,
1013,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,CA,93463,SANTA BARBARA,8056886431,3,10,TRUE,TRUE,3,6,4,1,4,1,3,6,4,1,3,6,1,6,4,1,
1014,NORTHWEST FLORIDA COMMUNITY HOSPITAL,1360 BRICKYARD RD,CHIPLEY,FL,32428,WASHINGTON,8506381610,3,10,TRUE,TRUE,6,2,3,6,4,1,3,6,4,1,4,1,4,1,4,1,
1015,HOLY CROSS HOSPITAL,4725 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,BROWARD,9547718000,1,8,TRUE,TRUE,2,6,3,6,2,6,2,6,2,6,3,6,3,6,1,6,
1016,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,SAN DIEGO,8589393400,1,9,TRUE,TRUE,4,6,3,6,1,6,1,6,1,6,1,6,3,6,1,6,
1017,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,33563,HILLSBOROUGH,8137571200,1,10,TRUE,TRUE,3,6,3,6,1,6,3,6,3,6,3,6,2,6,3,6,
1018,NORTHWEST MEDICAL CENTER-SPRINGDALE,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764,WASHINGTON,4797515711,1,6,TRUE,TRUE,3,6,2,6,1,6,2,6,2,6,3,6,1,6,3,6,
1019,"ALL CHILDREN'S HOSPITAL, INC",501 SIXTH AVENUE SOUTH,SAINT PETERSBURG,FL,33701,PINELLAS,8138987451,2,9,TRUE,TRUE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
1020,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,1,6,TRUE,TRUE,3,6,3,6,2,6,1,6,3,6,3,6,3,6,4,1,
1021,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,PIMA,5208744189,1,10,TRUE,TRUE,1,6,3,6,2,6,2,6,2,6,3,6,2,6,1,6,
1022,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,9498374500,1,10,TRUE,TRUE,4,6,3,6,3,6,1,6,3,6,3,6,2,6,2,6,
1023,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,MISSISSIPPI,8708387300,1,9,TRUE,TRUE,2,6,3,6,4,1,2,6,2,6,3,6,1,6,3,6,
1024,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,INYO,7608735811,3,2,TRUE,TRUE,6,2,4,1,4,1,3,6,1,6,4,1,4,1,4,1,
1025,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,CONTRA COSTA,9257797200,1,10,TRUE,TRUE,2,6,3,6,2,6,3,6,2,6,3,6,2,6,3,6,
1026,DOCTORS HOSPITAL,5000 UNIVERSITY DR,CORAL GABLES,FL,33146,MIAMI-DADE,3056662111,1,9,TRUE,TRUE,3,6,1,6,2,6,2,6,3,6,3,6,2,6,3,6,
1027,PEACEHEALTH KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,3,8,TRUE,TRUE,3,6,4,1,4,1,3,6,3,6,3,6,3,6,4,1,
1028,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,94596,CONTRA COSTA,9252954000,1,9,TRUE,TRUE,3,4,4,1,3,6,4,1,2,6,3,6,4,1,4,1,
1029,WINDHAM COMM MEM HOSP & HATCH HOSP,112 MANSFIELD AVENUE,WILLIMANTIC,CT,6226,WINDHAM,8604569116,1,10,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
1030,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,5594318000,1,6,FALSE,TRUE,6,2,4,1,4,1,4,1,1,6,4,1,4,1,4,1,
1031,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,LOS ANGELES,CA,90012,LOS ANGELES,2136248411,1,6,FALSE,TRUE,3,6,3,6,3,6,1,6,2,6,3,6,3,6,4,1,
1032,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,RICHMOND,7067229011,1,9,TRUE,TRUE,3,6,3,6,1,6,2,6,3,6,3,6,3,6,1,6,
1033,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,2099663631,3,2,TRUE,TRUE,6,2,3,6,4,1,3,6,4,1,4,1,4,1,4,1,
1034,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521,HUMBOLDT,7078223621,1,6,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,3,6,3,6,4,1,
1035,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,MONTEREY,8317554195,1,2,TRUE,TRUE,3,6,3,6,3,6,3,6,2,6,3,6,2,6,3,6,
1036,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,6509924000,1,8,TRUE,TRUE,2,6,3,6,2,6,2,6,2,6,3,6,3,6,2,6,
1037,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,8584559100,1,10,FALSE,TRUE,5,6,1,6,1,6,1,6,1,6,3,6,4,1,2,6,
1038,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,6265732222,1,6,TRUE,TRUE,4,6,1,6,3,6,3,6,2,6,3,6,3,6,4,1,
1039,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,ALAMEDA,5102044444,1,10,TRUE,TRUE,2,6,3,6,2,6,1,6,2,6,3,6,2,6,3,6,
1040,POINCIANA MEDICAL CENTER,325 CYPRESS PKWY,KISSIMMEE,FL,34758,OSCEOLA,4075302000,1,6,TRUE,TRUE,2,6,3,6,3,6,2,6,2,6,3,6,1,6,3,6,
1041,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,6506965270,1,10,TRUE,TRUE,4,6,1,6,3,6,1,6,1,6,3,6,3,6,3,6,
1042,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,8185021900,1,10,TRUE,TRUE,3,6,1,6,1,6,2,6,2,6,3,6,3,6,3,6,
1043,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,MIRAMAR,FL,33029,BROWARD,9545384810,1,9,TRUE,TRUE,4,6,3,6,3,6,3,6,1,6,3,6,3,6,3,6,
1044,DOUGLAS GARDENS HOSPITAL,5200 NE 2ND AVE,MIAMI,FL,33137,MIAMI-DADE,3057518626,1,10,FALSE,FALSE,6,2,4,1,4,1,3,6,4,1,4,1,4,1,4,1,
1045,WATERBURY HOSPITAL,64 ROBBINS ST,WATERBURY,CT,6721,NEW HAVEN,2035736000,1,10,TRUE,TRUE,2,6,3,6,2,6,2,6,2,6,3,6,2,6,1,6,
1046,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,1,2,TRUE,TRUE,2,6,2,6,2,6,2,6,2,6,3,6,1,6,2,6,
1047,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,33063,BROWARD,9549740400,1,6,TRUE,TRUE,2,6,3,6,1,6,2,6,2,6,3,6,3,6,4,1,
1048,UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,FL,33136,MIAMI-DADE,3053255511,1,10,TRUE,TRUE,1,6,1,6,2,6,2,6,2,6,1,6,2,6,3,6,
1049,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156681000,1,10,TRUE,TRUE,3,6,3,6,1,6,1,6,2,6,3,6,3,6,3,6,
1050,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85222,PINAL,5203816300,1,9,TRUE,TRUE,2,6,3,6,2,6,3,6,2,6,3,6,3,6,2,6,
1051,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX,BAKERSFIELD,CA,93301,KERN,6613271792,1,10,TRUE,TRUE,2,6,3,6,2,6,2,6,2,6,3,6,2,6,3,6,
